ndb.sites.siteid,ndb.sites.sitename,ndb.publications.publicationid,doi,isbn,ndb.publications.citation,ndb.publications.pubtypeid,ndb.collectionunits.collectionunitid,ndb.collectionunits.handle,discovery,ndb.analysisunits.analysisunitid,ndb.analysisunits.analysisunitname,ndb.geochronology.geochronid,ndb.geochronology.labnumber,ndb.geochronology.age,ndb.geochronology.errorolder,ndb.geochronology.erroryounger,ndb.geochronology.infinite,ndb.geochronology.materialdated,taxonname,ndb.variables.taxonid,elementdated,ndb.variables.variableelementid,ndb.repositoryinstitutions.repositoryid,repository,acronym,ndb.specimens.specimennr,ndb.geochronology.depth,ndb.geochronology.notes,ndb.radiocarbon.radiocarbonmethodid,ndb.radiocarbon.d13C,ndb.radiocarbon.d15N,ndb.radiocarbon.C:N,rejected,ndb.geochronology.agetypeid,ndb.geochronology.geochrontypeid,human,validationnotes,geochronologyid,datasetid,sampleid,identifier_check,ndb.datasets.datasetid,geochrondsid_check,ndb.samples.sampleid,valid_geochron
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52430,CAMS-58438,3030,50,50,FALSE,"bone, Neotoma cinerea",Neotoma cinerea,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679920,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52431,Beta-145668?,8110,50,50,FALSE,"bone, Ovis canadensis",Ovis canadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679921,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52432,CAMS-58201,3020,50,50,FALSE,"bone, Spilogale gracilis",Spilogale gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679922,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52433,Beta-145665,8110,50,50,FALSE,"bone, Thomomys talpoides",Thomomys talpoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679923,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52434,Beta-130511,40,50,50,FALSE,"Other, plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679924,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52435,CAMS-58440,7980,60,60,FALSE,"bone, Lepus cf. L. townsendii",Lepus cf. L. townsendii,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679925,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52436,CAMS-58439,2010,60,60,FALSE,"bone, Myotis sp.",Myotis sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679926,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52437,CAMS-58434,11290,70,70,FALSE,"bone, Taxidea taxus",Taxidea taxus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679927,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52438,Beta-130508,50,70,70,FALSE,"Other, plant",NA,NA,"TP 3, chamber 5",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679928,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52439,CAMS-43073,2300,70,70,FALSE,Charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679929,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52440,CAMS-58200,3890,110,110,FALSE,"bone, Erethizon dorsatum",Erethizon dorsatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679930,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52441,CAMS-58202,30310,170,170,FALSE,"bone, Lynx rufus",Lynx rufus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679931,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52442,Beta-134250,31130,200,200,FALSE,"bone, Equus sp.",Equus sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679932,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52443,Beta-145666,31530,240,240,FALSE,"bone, Brachylagus idahoensis",Brachylagus idahoensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679933,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52444,Beta-134242,34050,260,260,FALSE,"bone, Ochotona princeps",Ochotona princeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679934,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52445,Beta-143264,35270,300,300,FALSE,"bone, Lepus cf. townsendii",Lepus cf. L. townsendii,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679935,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52446,Beta-134248,36320,320,320,FALSE,"bone, Hemiauchenia macrocephala",Hemiauchenia macrocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679936,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52447,Beta-145834,29240,350,350,FALSE,"bone, Crotaphytus sp.",Crotaphytus sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679937,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52448,Beta-134245,38830,430,430,FALSE,"bone, Ovis canadensis",Ovis canadensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679938,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52449,Beta-134241,37750,440,440,FALSE,"bone, Navahoceros fricki",Navahoceros fricki,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679939,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52450,CAMS-61891,38650,530,530,FALSE,"bone, Aquila chrysaetos",Aquila chrysaetos,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679940,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52451,Beta-145663,31880,570,570,FALSE,"bone, Bison bison",Bison bison,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679941,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52452,CAMS-54732,43080,730,730,FALSE,"bone, bison bison",Bison bison,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679942,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52453,CAMS-42368,42420,820,820,FALSE,"bone, Equus cf. occidentalis",Equus cf. E. occidentalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679943,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52454,Beta-134251,46550,1100,1100,FALSE,"bone, Camelops hesternus",Camelops hesternus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679944,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52455,CAMS-42366,42350,1140,1140,FALSE,"bone, Marmota flaviventris",Marmota flaviventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679945,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52456,CAMS-61894,45800,1300,1300,FALSE,"bone, Corvus corax",Corvus corax,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679946,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52457,Beta-145662,39230,1330,1330,FALSE,"bone, Hemiauchenia macrocephala",Hemiauchenia macrocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679947,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52458,CAMS-58199,50800,1900,1900,FALSE,"bone, Vulpes vulpes",Vulpes vulpes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679948,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52459,CAMS-58196,48900,3100,3100,FALSE,"bone, Camelops hesternus",Camelops hesternus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679949,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52460,CAMS-58437,55500,4300,4300,FALSE,"bone, Bison bison",Bison bison,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679950,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52461,CAMS-58195,50300,NA,NA,TRUE,"bone, Antilocapra americana",Antilocapra americana,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679951,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52462,CAMS-61893,44900,NA,NA,TRUE,"bone, Asio flammeus",Asio flammeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679952,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52463,CAMS-61144,52200,NA,NA,TRUE,"bone, cf. Miracinonyx trumani",Miracinonyx cf. M. trumani,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679953,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52464,CAMS-61892,45200,NA,NA,TRUE,"bone, Falco mexicanus",Falco mexicanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679954,Valid
4587,Mineral Hill Cave,NA,NA,NA,"Hockett, B., and E. Dillingham. ""Paleontological investigations at Mineral Hill Cave"".  Contribution to the study of cultural resources technical report No. 18. Reno: Department of the Interior, Bureau of Land Management (2004).",7,5603,MINHILCV,literature search,513805,Chamber 5,52465,CAMS-58190,49900,NA,NA,TRUE,"bone, Ochotona princeps",Ochotona princeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9749,Valid (existing),679955,Valid
4591,Mercury Ridge,NA,10.5066/P91UOARW,NA,NA,NA,5607,MERCRIDG,literature search,82043,Assemblage,52466,UCLA-560,7800,150,150,FALSE,"Matrix, uriniferous material, juniper twigs (216m)",Juniperus,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9753,Valid (existing),679956,Valid
4591,Mercury Ridge,NA,10.5066/P91UOARW,NA,NA,NA,5607,MERCRIDG,literature search,82043,Assemblage,52467,UCLA-559,9000,250,250,FALSE,"Matrix, uriniferous material",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9753,Valid (existing),679957,Valid
4591,Mercury Ridge,NA,10.5066/P91UOARW,NA,NA,NA,5607,MERCRIDG,literature search,82043,Assemblage,52468,UCLA-557,40001,NA,NA,TRUE,"Matrix, uriniferous material",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9753,Valid (existing),679958,Valid
4591,Mercury Ridge,NA,10.5066/P91UOARW,NA,NA,NA,5607,MERCRIDG,literature search,82043,Assemblage,52469,UCLA-558,38001,NA,NA,TRUE,"Matrix, uriniferous material",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9753,Valid (existing),679959,Valid
4592,Spotted Range,NA,10.5066/P91UOARW,NA,NA,NA,5608,SPOTRIDG,literature search,82044,Assemblage,52470,UCLA-935,9450,90,90,FALSE,Uriniferous material,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9754,Valid (existing),679960,Valid
4592,Spotted Range,NA,10.5066/P91UOARW,NA,NA,NA,5608,SPOTRIDG,literature search,82044,Assemblage,52471,UCLA-1064,8420,100,100,FALSE,Uriniferous material,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9754,Valid (existing),679961,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52472,RL-378,230,80,80,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679962,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52473,RL-375,960,90,90,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679963,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52474,RL-376,1360,100,100,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679964,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52475,RL-95,1560,130,130,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679965,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52476,RL-96,3020,140,140,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679966,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52477,RL-438,4050,150,150,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679967,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52478,RL-97,3740,150,150,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679968,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52479,RL-440,1790,160,160,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679969,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52480,RL-98,3980,160,160,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679970,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52481,RL-559,3110,170,170,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679971,Valid
3733,Medicine Lodge Creek [48BH499],NA,10.1080/2052546.1982.11909105,NA,NA,NA,4647,MEDLDGCR,literature search,80594,Assemblage,52482,RL-442,3750,260,260,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9388,Valid (existing),679972,Valid
4609,Murray Springs [EE:8:25],NA,10.1016/j.quaint.2004.04.016,NA,NA,NA,5625,MURRAYSP,literature search,82102,Unit F1,52483,A-805,11230,340,340,FALSE,"bone, Proboscidea",Proboscidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9771,Valid (existing),679973,Valid
4609,Murray Springs [EE:8:25],NA,10.1016/j.quaint.2004.04.016,NA,NA,NA,5625,MURRAYSP,literature search,82102,Unit F1,52484,A-805a,11150,450,450,FALSE,"bone, Proboscidea",Proboscidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9771,Valid (existing),679974,Valid
4609,Murray Springs [EE:8:25],NA,10.1016/j.quaint.2004.04.016,NA,NA,NA,5625,MURRAYSP,literature search,82102,Unit F1,52485,A-805b,11300,500,500,FALSE,"bone, Proboscidea",Proboscidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9771,Valid (existing),679975,Valid
4612,Lehner [Lehner Ranch] [UALP14],NA,10.1016/j.quaint.2004.04.016,NA,NA,NA,5628,LEHNER,literature search,82106,Unit F1,52486,A-375,10940,100,100,FALSE,"bone, Proboscidea",Proboscidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,9772,Valid (existing),679976,Valid
